,ID,Bill,Treatment,Position,Tseen,Question,Response,Var,Q1,Q3a,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q5m,Q5n,Q5o,Q5p,Q5q,Q5r,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,Q6g,Q6h,Q6i,Q6j,Q6k,Q6l,Q6m,Q6n,Q6o,Q6p,Q6q,Q6r,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12a,Q12b,Q12c,Q12d,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q14a,Q14b,Q14c,Q15a,GENDER,AGE,COUNTRY,EDUC,ECSTAT,PLACE,REGION,POLINT,RELIMP,RELQUANT
3668,333,1,0,3,0,Q3,7,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,1,1,1,1,4,4,4,3,4,3,3,4,3,5,3,3,3,3,4,3,4,3,4,3,3,4,3,3,2,2,2,2,2,41,1,5,4,2,8,4,3,7
3669,334,3,0,1,0,Q3,1,5,1,3,3,2,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,3,2,3,2,2,3,3,2,3,4,3,3,3,3,3,3,2,1,1,1,3,1,2,2,2,2,4,4,4,4,4,3,3,5,4,2,2,2,3,2,3,4,5,3,3,4,4,4,3,3,4,2,3,2,2,1,3,4,4,3,2,1,53,1,5,3,2,16,4,4,7
3670,334,1,0,2,0,Q3,1,5,1,3,3,2,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,3,2,3,2,2,3,3,2,3,4,3,3,3,3,3,3,2,1,1,1,3,1,2,2,2,2,4,4,4,4,4,3,3,5,4,2,2,2,3,2,3,4,5,3,3,4,4,4,3,3,4,2,3,2,2,1,3,4,4,3,2,1,53,1,5,3,2,16,4,4,7
3671,334,2,1,3,0,Q3,5,5,1,3,3,2,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,3,2,3,2,2,3,3,2,3,4,3,3,3,3,3,3,2,1,1,1,3,1,2,2,2,2,4,4,4,4,4,3,3,5,4,2,2,2,3,2,3,4,5,3,3,4,4,4,3,3,4,2,3,2,2,1,3,4,4,3,2,1,53,1,5,3,2,16,4,4,7
3672,335,3,0,1,0,Q3,1,6,1,3,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,4,4,3,3,3,3,4,3,2,3,2,3,4,4,3,3,3,3,4,4,4,4,4,2,4,4,4,4,4,3,1,1,2,1,4,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,5,5,3,2,54,1,5,4,4,34,2,1,3
3673,335,2,2,2,0,Q3,7,6,1,3,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,4,4,3,3,3,3,4,3,2,3,2,3,4,4,3,3,3,3,4,4,4,4,4,2,4,4,4,4,4,3,1,1,2,1,4,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,5,5,3,2,54,1,5,4,4,34,2,1,3
3674,335,1,2,3,1,Q3,7,6,1,3,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,4,4,3,3,3,3,4,3,2,3,2,3,4,4,3,3,3,3,4,4,4,4,4,2,4,4,4,4,4,3,1,1,2,1,4,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,5,5,5,3,2,54,1,5,4,4,34,2,1,3
3675,336,1,1,1,0,Q3,5,1,1,3,5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,1,48,1,3,3,4,78,4,3,5
3676,336,2,2,2,0,Q3,5,1,1,3,5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,1,48,1,3,3,4,78,4,3,5
3677,336,3,0,3,0,Q3,5,1,1,3,5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,1,48,1,3,3,4,78,4,3,5
3678,339,2,2,1,0,Q3,4,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,5,5,4,5,5,2,1,2,1,4,4,5,1,2,1,3,5,4,2,2,3,2,2,2,2,5,3,4,2,4,4,2,3,3,4,4,3,4,4,3,4,3,4,3,2,42,1,5,2,4,56,4,1,4
3679,339,3,0,2,0,Q3,5,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,5,5,4,5,5,2,1,2,1,4,4,5,1,2,1,3,5,4,2,2,3,2,2,2,2,5,3,4,2,4,4,2,3,3,4,4,3,4,4,3,4,3,4,3,2,42,1,5,2,4,56,4,1,4
3680,339,1,0,3,0,Q3,7,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,5,5,4,5,5,2,1,2,1,4,4,5,1,2,1,3,5,4,2,2,3,2,2,2,2,5,3,4,2,4,4,2,3,3,4,4,3,4,4,3,4,3,4,3,2,42,1,5,2,4,56,4,1,4
3681,340,3,2,1,0,Q3,7,5,1,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,3,5,5,5,1,1,3,5,4,5,3,3,2,3,3,3,5,2,5,3,3,5,1,1,2,4,5,4,3,3,4,1,1,1,1,5,4,5,1,3,3,1,5,3,5,4,5,5,5,5,1,5,5,5,1,1,5,1,3,5,3,1,1,1,37,1,3,3,2,44,4,3,6
3682,340,1,0,2,0,Q3,7,5,1,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,3,5,5,5,1,1,3,5,4,5,3,3,2,3,3,3,5,2,5,3,3,5,1,1,2,4,5,4,3,3,4,1,1,1,1,5,4,5,1,3,3,1,5,3,5,4,5,5,5,5,1,5,5,5,1,1,5,1,3,5,3,1,1,1,37,1,3,3,2,44,4,3,6
3683,340,2,2,3,1,Q3,7,5,1,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,3,5,5,5,1,1,3,5,4,5,3,3,2,3,3,3,5,2,5,3,3,5,1,1,2,4,5,4,3,3,4,1,1,1,1,5,4,5,1,3,3,1,5,3,5,4,5,5,5,5,1,5,5,5,1,1,5,1,3,5,3,1,1,1,37,1,3,3,2,44,4,3,6
3684,341,3,2,1,0,Q3,2,6,1,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,3,3,3,4,4,4,5,5,4,4,3,5,3,4,4,3,4,3,5,1,2,4,4,4,3,2,3,4,4,4,3,5,5,3,3,4,4,3,4,4,5,5,2,4,2,5,5,5,4,4,3,4,4,3,3,5,5,5,2,1,46,1,3,4,2,64,5,3,6
3685,341,2,1,2,0,Q3,2,6,1,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,3,3,3,4,4,4,5,5,4,4,3,5,3,4,4,3,4,3,5,1,2,4,4,4,3,2,3,4,4,4,3,5,5,3,3,4,4,3,4,4,5,5,2,4,2,5,5,5,4,4,3,4,4,3,3,5,5,5,2,1,46,1,3,4,2,64,5,3,6
3686,341,1,1,3,1,Q3,7,6,1,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,3,3,3,4,4,4,5,5,4,4,3,5,3,4,4,3,4,3,5,1,2,4,4,4,3,2,3,4,4,4,3,5,5,3,3,4,4,3,4,4,5,5,2,4,2,5,5,5,4,4,3,4,4,3,3,5,5,5,2,1,46,1,3,4,2,64,5,3,6
3687,343,1,0,1,0,Q3,1,2,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,3,2,2,2,2,4,3,4,2,2,2,2,4,3,3,3,3,4,3,3,4,5,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,2,4,3,2,26,1,4,4,1,67,4,2,6
3688,343,3,0,2,0,Q3,1,2,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,3,2,2,2,2,4,3,4,2,2,2,2,4,3,3,3,3,4,3,3,4,5,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,2,4,3,2,26,1,4,4,1,67,4,2,6
3689,343,2,0,3,0,Q3,1,2,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,3,2,2,2,2,4,3,4,2,2,2,2,4,3,3,3,3,4,3,3,4,5,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,2,4,3,2,26,1,4,4,1,67,4,2,6
3690,344,2,0,1,0,Q3,7,3,1,3,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,2,4,4,4,4,1,2,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,1,1,1,3,5,2,5,1,2,39,1,5,4,2,39,5,1,4
3691,344,1,2,2,0,Q3,7,3,1,3,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,2,4,4,4,4,1,2,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,1,1,1,3,5,2,5,1,2,39,1,5,4,2,39,5,1,4
3692,344,3,0,3,0,Q3,5,3,1,3,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,2,4,4,4,4,1,2,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,1,1,1,3,5,2,5,1,2,39,1,5,4,2,39,5,1,4
3693,345,2,1,1,0,Q3,1,4,1,3,3,4,4,5,4,4,4,3,4,4,4,3,4,4,3,5,5,4,2,2,2,2,2,2,2,2,2,4,4,4,3,2,3,2,2,2,1,1,1,3,1,2,2,1,2,5,5,5,4,4,4,4,4,3,1,1,1,1,2,2,1,5,2,2,2,2,3,2,2,1,2,1,2,2,1,3,5,2,3,1,1,48,1,5,4,2,42,4,2,4
3694,345,3,2,2,0,Q3,5,4,1,3,3,4,4,5,4,4,4,3,4,4,4,3,4,4,3,5,5,4,2,2,2,2,2,2,2,2,2,4,4,4,3,2,3,2,2,2,1,1,1,3,1,2,2,1,2,5,5,5,4,4,4,4,4,3,1,1,1,1,2,2,1,5,2,2,2,2,3,2,2,1,2,1,2,2,1,3,5,2,3,1,1,48,1,5,4,2,42,4,2,4
3695,345,1,0,3,0,Q3,2,4,1,3,3,4,4,5,4,4,4,3,4,4,4,3,4,4,3,5,5,4,2,2,2,2,2,2,2,2,2,4,4,4,3,2,3,2,2,2,1,1,1,3,1,2,2,1,2,5,5,5,4,4,4,4,4,3,1,1,1,1,2,2,1,5,2,2,2,2,3,2,2,1,2,1,2,2,1,3,5,2,3,1,1,48,1,5,4,2,42,4,2,4
3696,346,3,2,1,0,Q3,3,5,1,3,2,4,3,4,3,4,2,3,1,3,4,1,3,2,3,3,4,4,3,4,3,4,5,5,4,4,2,4,3,4,4,4,4,4,4,4,3,4,3,4,3,2,4,3,3,2,4,4,5,5,5,5,5,4,3,2,3,3,3,3,3,5,4,3,4,3,3,4,4,4,3,5,4,4,4,3,4,5,4,3,1,39,1,3,3,4,7,4,3,3
3697,346,1,2,2,1,Q3,4,5,1,3,2,4,3,4,3,4,2,3,1,3,4,1,3,2,3,3,4,4,3,4,3,4,5,5,4,4,2,4,3,4,4,4,4,4,4,4,3,4,3,4,3,2,4,3,3,2,4,4,5,5,5,5,5,4,3,2,3,3,3,3,3,5,4,3,4,3,3,4,4,4,3,5,4,4,4,3,4,5,4,3,1,39,1,3,3,4,7,4,3,3
3698,346,2,1,3,0,Q3,4,5,1,3,2,4,3,4,3,4,2,3,1,3,4,1,3,2,3,3,4,4,3,4,3,4,5,5,4,4,2,4,3,4,4,4,4,4,4,4,3,4,3,4,3,2,4,3,3,2,4,4,5,5,5,5,5,4,3,2,3,3,3,3,3,5,4,3,4,3,3,4,4,4,3,5,4,4,4,3,4,5,4,3,1,39,1,3,3,4,7,4,3,3
3699,347,3,1,1,0,Q3,4,6,1,3,3,4,3,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,2,2,2,1,1,1,1,2,2,3,2,2,1,1,1,1,1,2,1,2,2,3,1,2,2,2,2,4,5,4,4,4,3,3,4,3,3,2,2,2,2,2,2,5,1,2,2,2,2,3,2,1,4,1,1,4,2,3,4,1,2,4,2,57,1,5,4,1,33,4,3,7
3700,347,2,2,2,0,Q3,1,6,1,3,3,4,3,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,2,2,2,1,1,1,1,2,2,3,2,2,1,1,1,1,1,2,1,2,2,3,1,2,2,2,2,4,5,4,4,4,3,3,4,3,3,2,2,2,2,2,2,5,1,2,2,2,2,3,2,1,4,1,1,4,2,3,4,1,2,4,2,57,1,5,4,1,33,4,3,7
3701,347,1,0,3,0,Q3,7,6,1,3,3,4,3,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,2,2,2,1,1,1,1,2,2,3,2,2,1,1,1,1,1,2,1,2,2,3,1,2,2,2,2,4,5,4,4,4,3,3,4,3,3,2,2,2,2,2,2,5,1,2,2,2,2,3,2,1,4,1,1,4,2,3,4,1,2,4,2,57,1,5,4,1,33,4,3,7
3702,348,1,0,1,0,Q3,5,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,2,4,4,4,3,3,3,4,4,3,3,5,5,4,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,1,45,1,3,4,4,25,5,2,6
3703,348,2,2,2,0,Q3,7,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,2,4,4,4,3,3,3,4,4,3,3,5,5,4,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,1,45,1,3,4,4,25,5,2,6
3704,348,3,2,3,1,Q3,5,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,2,4,4,4,3,3,3,4,4,3,3,5,5,4,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,1,45,1,3,4,4,25,5,2,6
3705,349,1,2,1,0,Q3,4,2,1,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,2,3,3,3,3,2,3,2,4,4,4,4,2,2,2,4,3,4,2,2,2,4,1,2,2,3,2,4,4,4,1,1,1,1,5,3,3,2,1,2,4,4,4,5,4,2,2,2,4,4,4,2,4,2,2,4,1,3,3,3,4,4,1,47,1,5,4,1,33,2,3,5
3706,349,3,0,2,0,Q3,5,2,1,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,2,3,3,3,3,2,3,2,4,4,4,4,2,2,2,4,3,4,2,2,2,4,1,2,2,3,2,4,4,4,1,1,1,1,5,3,3,2,1,2,4,4,4,5,4,2,2,2,4,4,4,2,4,2,2,4,1,3,3,3,4,4,1,47,1,5,4,1,33,2,3,5
3707,349,2,2,3,1,Q3,1,2,1,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,2,3,3,3,3,2,3,2,4,4,4,4,2,2,2,4,3,4,2,2,2,4,1,2,2,3,2,4,4,4,1,1,1,1,5,3,3,2,1,2,4,4,4,5,4,2,2,2,4,4,4,2,4,2,2,4,1,3,3,3,4,4,1,47,1,5,4,1,33,2,3,5
3708,351,2,2,1,0,Q3,7,4,1,3,2,5,5,4,5,5,5,4,4,3,3,3,5,2,3,2,5,1,3,3,2,3,2,1,3,1,3,1,2,2,1,3,2,4,2,4,1,2,2,4,3,2,2,1,3,2,1,4,1,3,4,2,4,2,3,1,3,2,2,1,1,5,4,2,3,2,2,1,2,3,1,1,3,2,1,3,3,1,1,1,2,35,1,5,3,1,33,4,1,2
3709,351,3,2,2,1,Q3,4,4,1,3,2,5,5,4,5,5,5,4,4,3,3,3,5,2,3,2,5,1,3,3,2,3,2,1,3,1,3,1,2,2,1,3,2,4,2,4,1,2,2,4,3,2,2,1,3,2,1,4,1,3,4,2,4,2,3,1,3,2,2,1,1,5,4,2,3,2,2,1,2,3,1,1,3,2,1,3,3,1,1,1,2,35,1,5,3,1,33,4,1,2
3710,351,1,2,3,1,Q3,4,4,1,3,2,5,5,4,5,5,5,4,4,3,3,3,5,2,3,2,5,1,3,3,2,3,2,1,3,1,3,1,2,2,1,3,2,4,2,4,1,2,2,4,3,2,2,1,3,2,1,4,1,3,4,2,4,2,3,1,3,2,2,1,1,5,4,2,3,2,2,1,2,3,1,1,3,2,1,3,3,1,1,1,2,35,1,5,3,1,33,4,1,2
3711,352,3,1,1,0,Q3,7,5,1,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,3,4,3,3,3,3,2,2,3,4,3,2,2,4,2,2,3,4,4,4,4,2,2,1,5,1,5,5,4,3,2,2,1,5,5,5,1,1,2,5,5,5,5,2,5,5,1,2,1,2,3,4,1,1,2,2,3,5,5,5,5,2,27,1,4,4,4,49,2,3,7
3712,352,1,1,2,1,Q3,7,5,1,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,3,4,3,3,3,3,2,2,3,4,3,2,2,4,2,2,3,4,4,4,4,2,2,1,5,1,5,5,4,3,2,2,1,5,5,5,1,1,2,5,5,5,5,2,5,5,1,2,1,2,3,4,1,1,2,2,3,5,5,5,5,2,27,1,4,4,4,49,2,3,7
3713,352,2,2,3,0,Q3,7,5,1,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,3,4,3,3,3,3,2,2,3,4,3,2,2,4,2,2,3,4,4,4,4,2,2,1,5,1,5,5,4,3,2,2,1,5,5,5,1,1,2,5,5,5,5,2,5,5,1,2,1,2,3,4,1,1,2,2,3,5,5,5,5,2,27,1,4,4,4,49,2,3,7
3714,353,3,1,1,0,Q3,5,6,1,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,1,2,1,1,3,2,1,2,1,3,2,2,2,2,3,1,1,2,3,1,2,1,2,2,1,3,5,5,4,3,2,2,2,4,4,2,1,2,2,2,4,2,5,2,4,4,3,5,5,2,3,3,5,5,5,1,3,5,1,1,2,1,58,1,5,4,2,44,4,4,7
3715,353,2,1,2,1,Q3,3,6,1,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,1,2,1,1,3,2,1,2,1,3,2,2,2,2,3,1,1,2,3,1,2,1,2,2,1,3,5,5,4,3,2,2,2,4,4,2,1,2,2,2,4,2,5,2,4,4,3,5,5,2,3,3,5,5,5,1,3,5,1,1,2,1,58,1,5,4,2,44,4,4,7
3716,353,1,0,3,0,Q3,1,6,1,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,2,1,2,1,1,3,2,1,2,1,3,2,2,2,2,3,1,1,2,3,1,2,1,2,2,1,3,5,5,4,3,2,2,2,4,4,2,1,2,2,2,4,2,5,2,4,4,3,5,5,2,3,3,5,5,5,1,3,5,1,1,2,1,58,1,5,4,2,44,4,4,7
3717,354,1,1,1,0,Q3,5,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,4,4,4,4,2,4,4,4,3,2,2,3,4,3,3,5,4,3,2,4,2,2,4,3,5,1,2,2,2,3,2,2,2,4,2,2,2,1,3,4,2,4,2,1,63,1,3,3,2,19,4,2,4
3718,354,2,1,2,1,Q3,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,4,4,4,4,2,4,4,4,3,2,2,3,4,3,3,5,4,3,2,4,2,2,4,3,5,1,2,2,2,3,2,2,2,4,2,2,2,1,3,4,2,4,2,1,63,1,3,3,2,19,4,2,4
3719,354,3,0,3,0,Q3,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,4,4,4,4,2,4,4,4,3,2,2,3,4,3,3,5,4,3,2,4,2,2,4,3,5,1,2,2,2,3,2,2,2,4,2,2,2,1,3,4,2,4,2,1,63,1,3,3,2,19,4,2,4
3720,356,2,0,1,0,Q3,4,3,1,3,3,4,4,3,4,4,4,4,4,5,4,5,3,4,4,4,4,4,2,2,2,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,4,3,3,4,3,2,2,3,2,3,3,4,2,2,2,2,2,2,2,2,2,3,2,3,2,5,2,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,2,53,1,4,4,1,33,2,3,4
3721,356,1,2,2,0,Q3,5,3,1,3,3,4,4,3,4,4,4,4,4,5,4,5,3,4,4,4,4,4,2,2,2,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,4,3,3,4,3,2,2,3,2,3,3,4,2,2,2,2,2,2,2,2,2,3,2,3,2,5,2,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,2,53,1,4,4,1,33,2,3,4
3722,356,3,2,3,1,Q3,3,3,1,3,3,4,4,3,4,4,4,4,4,5,4,5,3,4,4,4,4,4,2,2,2,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,4,3,3,4,3,2,2,3,2,3,3,4,2,2,2,2,2,2,2,2,2,3,2,3,2,5,2,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,2,53,1,4,4,1,33,2,3,4
3723,357,2,1,1,0,Q3,1,4,1,3,4,3,4,4,3,3,4,4,3,2,3,4,1,3,2,4,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,4,1,2,3,2,1,2,3,2,2,5,5,5,2,2,2,2,3,1,2,1,1,1,2,3,4,5,1,3,2,2,4,4,2,1,4,1,1,4,2,3,1,1,4,2,1,40,1,3,3,2,8,4,3,7
3724,357,3,1,2,1,Q3,5,4,1,3,4,3,4,4,3,3,4,4,3,2,3,4,1,3,2,4,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,4,1,2,3,2,1,2,3,2,2,5,5,5,2,2,2,2,3,1,2,1,1,1,2,3,4,5,1,3,2,2,4,4,2,1,4,1,1,4,2,3,1,1,4,2,1,40,1,3,3,2,8,4,3,7
3725,357,1,1,3,1,Q3,2,4,1,3,4,3,4,4,3,3,4,4,3,2,3,4,1,3,2,4,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,4,1,2,3,2,1,2,3,2,2,5,5,5,2,2,2,2,3,1,2,1,1,1,2,3,4,5,1,3,2,2,4,4,2,1,4,1,1,4,2,3,1,1,4,2,1,40,1,3,3,2,8,4,3,7
3726,358,3,0,1,0,Q3,1,5,1,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,2,1,1,3,1,2,2,4,2,5,2,4,3,3,3,3,5,4,4,2,2,2,3,2,3,5,1,1,1,1,3,1,2,1,1,1,2,1,1,3,4,3,4,2,1,47,1,5,1,3,86,4,2,7
3727,358,1,1,2,0,Q3,2,5,1,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,2,1,1,3,1,2,2,4,2,5,2,4,3,3,3,3,5,4,4,2,2,2,3,2,3,5,1,1,1,1,3,1,2,1,1,1,2,1,1,3,4,3,4,2,1,47,1,5,1,3,86,4,2,7
3728,358,2,1,3,1,Q3,5,5,1,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,2,1,1,3,1,2,2,4,2,5,2,4,3,3,3,3,5,4,4,2,2,2,3,2,3,5,1,1,1,1,3,1,2,1,1,1,2,1,1,3,4,3,4,2,1,47,1,5,1,3,86,4,2,7
3729,359,3,1,1,0,Q3,4,6,1,3,4,3,5,4,4,5,4,5,5,5,4,4,3,5,5,4,5,3,3,3,5,3,1,3,3,3,3,4,5,4,3,5,4,3,2,4,3,4,3,4,2,2,4,4,3,4,3,4,3,3,2,2,5,4,2,2,3,2,2,5,2,5,2,3,2,3,3,2,2,1,2,1,1,2,1,3,1,1,1,2,1,27,1,3,3,1,33,4,3,7
3730,359,2,1,2,1,Q3,6,6,1,3,4,3,5,4,4,5,4,5,5,5,4,4,3,5,5,4,5,3,3,3,5,3,1,3,3,3,3,4,5,4,3,5,4,3,2,4,3,4,3,4,2,2,4,4,3,4,3,4,3,3,2,2,5,4,2,2,3,2,2,5,2,5,2,3,2,3,3,2,2,1,2,1,1,2,1,3,1,1,1,2,1,27,1,3,3,1,33,4,3,7
3731,359,1,2,3,0,Q3,5,6,1,3,4,3,5,4,4,5,4,5,5,5,4,4,3,5,5,4,5,3,3,3,5,3,1,3,3,3,3,4,5,4,3,5,4,3,2,4,3,4,3,4,2,2,4,4,3,4,3,4,3,3,2,2,5,4,2,2,3,2,2,5,2,5,2,3,2,3,3,2,2,1,2,1,1,2,1,3,1,1,1,2,1,27,1,3,3,1,33,4,3,7
3732,360,1,1,1,0,Q3,2,1,1,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,4,3,4,3,2,3,2,2,2,2,4,3,2,3,4,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,1,51,1,3,4,4,86,4,3,7
